Phoneme,Start Time,End Time
ah,536.14,536.21
l,536.21,536.43
ah,536.83,537.04
n,537.04,537.22
d,537.22,537.29
ih,537.36,537.45
t,537.45,537.56
sh,537.58,537.8
ow,537.8,537.94
z,537.94,538.03
dh,538.04,538.11
ae,538.11,538.23
t,538.23,538.34
ih,538.45,538.57
t,538.57,538.65
s,538.65,538.69
n,538.73,538.93
aa,538.93,539.05
t,539.05,539.15
p,539.63,539.75
er,539.75,539.85
f,539.85,539.93
eh,539.93,539.98
k,539.98,540.03
t,540.03,540.06
ih,540.07,540.14
t,540.14,540.22
s,540.22,540.23
s,540.52,540.58
ah,540.58,540.65
l,540.65,540.73
uw,540.73,540.8
sh,540.8,540.89
ah,540.89,540.96
n,540.96,541.09
ih,541.37,541.45
t,541.45,541.52
s,541.52,541.63
ae,541.67,541.85
k,541.85,541.86
ch,541.86,541.96
l,541.96,542.04
iy,542.04,542.13
m,542.14,542.23
ao,542.23,542.31
r,542.31,542.36
d,542.36,542.45
ih,542.45,542.53
f,542.53,542.59
ah,542.59,542.68
k,542.68,542.7
ah,542.7,542.79
l,542.79,542.86
t,542.86,542.94
dh,543.09,543.16
ah,543.16,543.22
n,543.22,543.29
y,543.29,543.33
uw,543.33,543.43
th,543.44,543.51
ih,543.51,543.53
ng,543.53,543.61
k,543.61,543.67
ih,543.67,543.71
t,543.71,543.72
ih,543.72,543.95
z,543.95,544.05
ah,544.47,544.59
n,544.59,544.66
d,544.66,544.72
iy,544.75,544.86
v,544.86,544.92
ih,544.92,544.95
n,544.95,544.99
ih,544.99,545.05
f,545.05,545.08
y,545.08,545.11
uw,545.11,545.14
d,545.14,545.19
ow,545.19,545.21
n,545.21,545.26
w,545.26,545.27
aa,545.27,545.31
n,545.31,545.32
t,545.32,545.33
t,545.33,545.34
ah,545.34,545.35
w,545.38,545.49
aa,545.49,545.56
ch,545.56,545.57
ih,545.85,545.86
t,545.86,545.91
ao,546.14,546.2
l,546.2,546.21
y,546.38,546.39
uw,546.39,546.4
hh,546.42,546.5
ae,546.5,546.55
v,546.55,546.61
t,546.62,546.68
ih,546.68,546.73
d,546.73,546.77
uw,546.77,546.87
ih,546.88,546.89
z,546.89,546.9
jh,547.35,547.36
ih,547.36,547.37
s,547.37,547.38
t,547.38,547.39
l,547.43,547.48
uh,547.48,547.49
k,547.49,547.5
ae,547.67,547.68
t,547.68,547.69
ey,548.18,548.42
v,548.43,548.54
ih,548.54,548.62
d,548.62,548.66
iy,548.66,548.76
ow,548.76,548.78
w,548.8,548.9
aa,548.9,548.96
ch,548.96,549.11
ah,549.11,549.13
v,549.13,549.21
ih,549.21,549.26
d,549.26,549.31
iy,549.31,549.42
ow,549.42,549.58
t,549.83,549.9
er,549.9,550.01
n,550.01,550.03
dh,550.03,550.08
ah,550.08,550.14
s,550.14,550.23
aw,550.23,550.32
n,550.32,550.42
d,550.42,550.48
ao,550.48,550.61
f,550.61,550.69
ah,550.98,551.1
n,551.1,551.19
d,551.19,551.26
w,551.27,551.45
er,551.45,551.53
k,551.53,551.6
aw,551.6,551.61
t,551.61,551.62
hh,551.81,551.98
aw,551.98,552.06
m,552.06,552.13
eh,552.13,552.18
n,552.18,552.22
iy,552.22,552.3
w,552.3,552.45
er,552.45,552.52
d,552.52,552.58
z,552.58,552.66
k,552.66,552.74
ah,552.74,552.79
n,552.79,552.84
y,552.84,552.89
uw,552.89,552.91
p,552.93,553.01
ih,553.01,553.09
k,553.09,553.16
ah,553.16,553.22
p,553.22,553.32
jh,553.54,553.66
ah,553.66,553.74
s,553.74,553.81
t,553.81,553.87
b,553.88,554.04
ay,554.04,554.42
l,554.62,554.7
uh,554.7,554.76
k,554.76,554.8
ih,554.8,554.84
ng,554.84,554.88
ae,554.88,554.95
t,554.95,555.01
p,555.37,555.43
er,555.43,555.51
s,555.51,555.57
ah,555.57,555.63
n,555.63,555.73
z,555.73,555.8
l,555.82,555.93
ih,555.93,555.98
p,555.98,556.04
s,556.04,556.05
g,556.4,556.54
ih,556.54,556.6
v,556.6,556.64
ih,556.64,556.67
t,556.67,556.73
ah,556.73,556.78
sh,556.78,556.92
aa,556.92,557.02
t,557.02,557.09
y,557.28,557.37
uw,557.37,557.43
m,557.43,557.45
ay,557.45,557.56
t,557.56,557.64
b,557.64,557.69
iy,557.69,557.73
s,557.73,557.79
ah,557.79,557.84
p,557.84,557.9
r,557.9,557.99
ay,557.99,558.13
z,558.13,558.14
d,558.14,558.26
ao,558.36,558.51
n,558.51,558.75
hh,559.0,559.12
aw,559.12,559.22
l,559.24,559.34
ih,559.34,559.38
t,559.38,559.4
ah,559.4,559.41
l,559.41,559.42
dh,559.42,559.43
ae,559.43,559.44
t,559.44,559.45
y,560.0,560.06
uw,560.06,560.12
k,560.12,560.14
ah,560.14,560.2
n,560.2,560.27
p,560.27,560.35
ih,560.35,560.43
k,560.43,560.46
ah,560.46,560.47
p,560.47,560.48
ih,560.85,560.93
f,560.93,561.0
y,561.0,561.04
uw,561.04,561.1
hh,561.1,561.13
ae,561.13,561.19
v,561.19,561.28
eh,561.3,561.39
n,561.39,561.45
iy,561.45,561.49
ah,561.49,561.57
dh,561.57,561.64
er,561.64,561.7
k,561.7,561.75
w,561.75,561.78
eh,561.78,561.86
s,561.86,561.91
ch,561.91,561.95
ah,561.95,561.99
n,561.99,562.04
z,562.04,562.07
ah,562.08,562.12
b,562.12,562.16
aw,562.16,562.21
t,562.21,562.29
l,562.29,562.35
ih,562.35,562.41
p,562.41,562.46
r,562.46,562.55
iy,562.55,562.6
d,562.6,562.61
ih,562.61,562.62
ng,562.62,562.76
l,562.84,562.99
eh,562.99,563.06
t,563.06,563.11
m,563.12,563.2
iy,563.2,563.25
n,563.25,563.32
ow,563.32,563.47
ih,563.49,563.58
n,563.58,563.65
ah,563.65,563.73
k,563.74,563.87
aa,563.87,563.97
m,563.97,564.02
eh,564.02,564.1
n,564.1,564.14
t,564.14,564.2
b,564.21,564.28
ih,564.28,564.36
l,564.36,564.45
ow,564.45,564.56
b,564.56,564.61
ih,564.61,564.69
k,564.69,564.8
ao,564.8,564.92
z,564.92,564.94
ih,564.98,565.02
t,565.02,565.05
s,565.05,565.08
ih,565.08,565.15
m,565.15,565.24
p,565.24,565.36
ao,565.36,565.46
r,565.46,565.5
t,565.5,565.54
ah,565.54,565.56
n,565.56,565.62
t,565.62,565.67
dh,565.67,565.69
ae,565.69,565.75
t,565.75,565.81
w,565.81,565.86
iy,565.86,565.91
g,565.91,565.95
eh,565.95,566.01
t,566.01,566.07
dh,566.07,566.1
ah,566.1,566.11
ih,566.11,566.17
n,566.17,566.23
f,566.23,566.3
er,566.3,566.33
m,566.33,566.41
ey,566.41,566.45
sh,566.45,566.53
ah,566.53,566.55
n,566.55,566.62
aw,566.63,566.77
t,566.77,566.88
dh,566.88,566.93
eh,566.93,567.02
r,567.02,567.09
ih,567.14,567.23
z,567.23,567.31
k,567.41,567.54
er,567.54,567.72
eh,567.72,567.81
k,567.81,567.9
t,567.9,567.95
ah,568.21,568.33
n,568.33,568.42
d,568.42,568.44
ih,568.44,568.5
t,568.5,568.56
s,568.56,568.57
ih,568.57,568.65
m,568.65,568.71
p,568.71,568.8
ao,568.8,568.89
r,568.89,568.92
t,568.92,568.95
ah,568.95,568.97
n,568.97,569.02
t,569.02,569.03
dh,569.03,569.04
ah,569.04,569.05
t,569.05,569.06
dh,569.23,569.26
eh,569.26,569.31
r,569.31,569.36
aa,569.36,569.43
r,569.43,569.53
n,569.53,569.61
ow,569.61,569.72
ah,569.78,569.89
s,569.89,569.98
ah,569.98,570.07
m,570.07,570.09
p,570.09,570.17
sh,570.17,570.24
ah,570.24,570.32
n,570.32,570.4
z,570.4,570.6
ao,570.75,570.87
n,570.87,570.98
w,570.98,571.06
ah,571.06,571.11
t,571.11,571.17
ih,571.21,571.31
z,571.31,571.43
l,571.43,571.49
ih,571.49,571.55
p,571.55,571.62
r,571.77,571.78
iy,571.78,571.79
d,571.79,571.8
ih,571.8,571.84
ng,571.84,571.94
ih,572.0,572.08
t,572.08,572.12
s,572.12,572.16
t,572.57,572.6
uw,572.6,572.65
m,572.65,572.7
iy,572.7,572.75
t,572.75,572.83
uw,572.83,572.88
m,572.88,572.93
ey,572.93,572.99
k,572.99,573.03
sh,573.03,573.1
uh,573.1,573.13
r,573.13,573.2
dh,573.2,573.26
ah,573.26,573.32
t,573.32,573.51
y,573.62,573.78
uw,573.78,574.01
n,574.1,574.25
ow,574.25,574.38
ae,574.38,574.47
z,574.47,574.48
m,574.5,574.61
ah,574.61,574.67
ch,574.67,574.78
eh,574.82,574.89
z,574.89,574.95
p,575.02,575.11
aa,575.11,575.22
s,575.22,575.24
ah,575.24,575.32
b,575.32,575.33
ah,575.33,575.38
l,575.38,575.49
jh,575.71,575.81
ah,575.81,575.89
s,575.89,575.95
t,575.95,575.96
s,575.96,576.06
ow,576.06,576.16
dh,576.16,576.22
ae,576.22,576.29
t,576.29,576.37
w,576.38,576.47
iy,576.47,576.55
k,576.55,576.58
ah,576.58,576.65
n,576.65,576.7
ao,576.71,576.84
l,576.84,576.96
k,577.01,577.06
ah,577.06,577.12
m,577.12,577.14
y,577.14,577.15
uw,577.15,577.2
n,577.2,577.21
ah,577.21,577.26
k,577.26,577.35
ey,577.35,577.4
t,577.4,577.46
w,577.46,577.51
ih,577.51,577.55
th,577.55,577.61
iy,577.94,578.03
ch,578.03,578.13
ah,578.13,578.21
dh,578.21,578.29
er,578.29,578.35
ae,578.39,578.49
z,578.49,578.55
w,578.55,578.62
eh,578.62,578.69
l,578.69,578.8
s,578.81,578.93
ow,578.93,579.13
l,579.38,579.52
eh,579.52,579.59
t,579.59,579.63
m,579.63,579.68
iy,579.68,579.72
n,579.72,579.79
ow,579.79,579.82
ih,579.82,579.87
n,579.87,579.9
ah,579.9,579.97
k,579.98,580.09
aa,580.09,580.19
m,580.19,580.24
eh,580.24,580.33
n,580.33,580.38
t,580.38,580.45
ah,580.61,580.69
n,580.69,580.7
d,580.7,580.71
dh,580.97,581.03
eh,581.03,581.04
r,581.04,581.05
jh,581.41,581.47
ah,581.47,581.51
s,581.51,581.56
t,581.56,581.6
m,581.61,581.76
ey,581.76,581.85
k,581.85,581.94
sh,581.94,582.02
uh,582.02,582.07
r,582.07,582.15
y,582.15,582.19
uw,582.19,582.26
hh,582.26,582.31
ih,582.31,582.35
t,582.35,582.42
dh,582.42,582.44
ae,582.44,582.49
t,582.49,582.53
s,582.54,582.61
ah,582.61,582.64
b,582.64,582.71
s,582.71,582.77
k,582.77,582.82
r,582.82,582.85
ay,582.85,582.96
b,582.96,582.99
b,582.99,583.04
ah,583.04,583.13
t,583.13,583.15
ah,583.15,583.19
n,583.19,583.27
s,583.27,583.28
ow,583.28,583.29
y,583.8,583.87
uw,583.87,583.9
d,583.9,583.95
ow,583.95,583.98
n,583.98,584.03
t,584.03,584.06
m,584.06,584.13
ih,584.13,584.2
s,584.2,584.32
eh,584.39,584.52
n,584.52,584.6
iy,584.6,584.81
eh,584.95,585.03
p,585.03,585.11
ah,585.11,585.17
s,585.17,585.27
ow,585.27,585.41
d,585.41,585.51
ah,585.7,585.79
v,585.79,585.88
dh,585.88,585.89
ih,585.89,585.94
s,585.94,586.01
ah,586.01,586.06
m,586.06,586.15
ey,586.15,586.2
z,586.2,586.24
ih,586.24,586.27
ng,586.27,586.32
t,586.32,586.39
aa,586.39,586.48
p,586.48,586.57
ih,586.57,586.65
k,586.65,586.71
ah,586.72,586.73
v,586.73,586.74
d,587.23,587.31
eh,587.31,587.37
f,587.37,587.43
ah,587.43,587.51
w,587.51,587.58
eh,587.58,587.66
r,587.66,587.77
n,587.77,587.8
ah,587.8,587.87
s,587.87,587.95
ae,588.02,588.15
z,588.15,588.22
w,588.22,588.3
eh,588.3,588.38
l,588.38,588.52
ih,588.82,588.92
n,588.92,588.94
dh,588.94,588.95
iy,588.95,589.03
m,589.03,589.08
iy,589.08,589.14
n,589.14,589.18
t,589.18,589.28
ay,589.28,589.42
m,589.42,589.49
ay,589.53,589.6
hh,589.6,589.66
ow,589.66,589.71
p,589.71,589.77
t,589.77,589.79
ih,589.79,589.8
y,590.2,590.29
uw,590.29,590.42
ah,590.45,590.53
g,590.53,590.64
eh,590.64,590.74
n,590.74,590.91
s,590.94,591.08
uw,591.08,591.19
n,591.19,591.33
t,591.74,591.83
ey,591.83,591.92
k,591.92,591.93
k,591.93,592.0
eh,592.0,592.11
r,592.11,592.24
s,593.46,593.47
uw,593.47,593.48
dh,593.48,593.49
ih,593.49,593.5
ng,593.5,593.51
b,593.51,593.52
iy,593.52,593.53
t,593.53,593.54
m,593.54,593.55
y,593.55,593.56
uw,593.56,593.57
z,593.57,593.58
ih,593.58,593.59
k,593.59,593.6
